124;643;9;0.01
125;276;7;0.01
126;681;9;0.01
127;453;3;0.06
128;536;11;0.01
129;624;4;0.04
130;226;6;0.02
131;175;10;0.01
132;243;2;0.08
133;190;7;0.01
134;132;3;0.06
135;643;2;0.08
136;650;3;0.06
137;502;9;0.01
138;78;4;0.04
139;477;8;0.01
140;665;5;0.03
141;297;4;0.04
142;676;7;0.01
143;403;11;0.01
144;500;6;0.02
145;146;10;0.01
146;676;6;0.02
147;572;10;0.01
148;695;3;0.06
149;120;11;0.01
150;486;10;0.01
151;680;11;0.01
152;466;6;0.02
153;185;8;0.01
154;180;10;0.01
155;552;8;0.01
156;500;4;0.04
157;232;4;0.04
158;410;7;0.01
159;201;8;0.01
160;533;2;0.08
161;311;3;0.06
162;67;3;0.06
163;524;10;0.01
164;282;1;0.1
165;110;8;0.01
166;559;7;0.01
167;53;2;0.08
168;390;5;0.03
169;342;2;0.08
170;690;10;0.01
171;301;10;0.01
172;460;3;0.06
173;697;9;0.01
174;686;7;0.01
175;542;2;0.08
176;576;4;0.04
177;527;7;0.01
178;629;10;0.01
179;198;3;0.06
180;427;5;0.03
181;445;5;0.03
182;473;8;0.01
183;525;9;0.01
184;467;9;0.01
185;267;11;0.01
186;567;4;0.04
187;203;11;0.01
188;308;10;0.01
189;299;8;0.01
190;565;2;0.08
191;486;10;0.01
192;170;7;0.01
193;470;1;0.1
194;268;10;0.01
195;149;4;0.04
196;404;4;0.04
197;217;9;0.01
198;156;11;0.01
199;363;2;0.08
200;532;1;0.1
201;608;5;0.03
202;139;8;0.01
203;467;3;0.06
204;525;11;0.01
205;416;1;0.1
206;66;9;0.01
207;220;5;0.03
208;205;11;0.01
209;542;10;0.01
210;153;6;0.02
211;642;3;0.06
212;82;7;0.01
213;648;6;0.02
214;308;3;0.06
215;342;10;0.01
216;539;9;0.01
217;456;9;0.01
218;158;10;0.01
219;410;5;0.03
220;114;2;0.08
221;639;8;0.01
222;110;2;0.08
223;653;10;0.01
224;655;10;0.01
225;222;6;0.02
226;519;5;0.03
227;543;2;0.08
228;696;9;0.01
229;513;9;0.01
230;100;3;0.06
231;291;10;0.01
232;321;8;0.01
233;271;6;0.02
234;287;6;0.02
235;145;7;0.01
236;391;10;0.01
237;110;4;0.04
238;670;1;0.1
239;204;5;0.03
240;456;2;0.08
241;452;7;0.01
242;628;10;0.01
243;583;1;0.1
244;668;9;0.01
245;240;10;0.01
246;416;2;0.08
247;102;9;0.01
248;337;1;0.1
249;559;8;0.01
250;610;6;0.02
251;342;10;0.01
252;110;7;0.01
253;564;11;0.01
254;74;11;0.01
255;152;1;0.1
256;529;7;0.01
257;642;5;0.03
258;590;8;0.01
259;335;7;0.01
260;539;10;0.01
261;60;8;0.01
262;582;11;0.01
263;374;8;0.01
264;536;3;0.06
265;544;5;0.03
266;601;10;0.01
267;384;10;0.01
268;481;9;0.01
269;312;4;0.04
270;314;9;0.01
271;638;7;0.01
272;502;9;0.01
273;372;3;0.06
274;191;8;0.01
275;237;11;0.01
276;336;8;0.01
277;328;4;0.04
278;645;5;0.03
279;393;5;0.03
280;215;11;0.01
281;374;8;0.01
282;478;3;0.06
283;442;10;0.01
284;219;5;0.03
285;350;6;0.02
286;493;3;0.06
287;53;2;0.08
288;499;4;0.04
289;262;5;0.03
290;227;7;0.01
291;550;9;0.01
292;198;8;0.01
293;459;6;0.02
294;373;4;0.04
295;277;7;0.01
296;550;8;0.01
297;90;1;0.1
298;672;10;0.01
299;655;2;0.08
300;488;9;0.01
301;78;1;0.1
302;191;7;0.01
303;683;10;0.01
304;569;11;0.01
305;395;4;0.04
306;197;3;0.06
307;191;11;0.01
308;601;11;0.01
309;676;4;0.04
310;568;10;0.01
311;466;3;0.06
312;311;3;0.06
313;177;9;0.01
314;409;11;0.01
315;326;6;0.02
316;518;3;0.06
317;619;7;0.01
318;80;10;0.01
319;163;11;0.01
320;605;4;0.04
321;489;9;0.01
322;469;2;0.08
323;279;7;0.01
324;622;2;0.08
325;409;9;0.01
326;452;8;0.01
327;179;2;0.08
328;103;1;0.1
329;161;11;0.01
330;285;6;0.02
331;75;5;0.03
332;526;5;0.03
333;349;5;0.03
334;85;11;0.01
335;264;5;0.03
336;500;9;0.01
337;242;3;0.06
338;128;6;0.02
339;411;5;0.03
340;372;2;0.08
341;183;7;0.01
342;600;10;0.01
343;356;8;0.01
344;449;7;0.01
345;101;4;0.04
346;691;3;0.06
347;105;11;0.01
348;507;9;0.01
349;592;11;0.01
350;646;7;0.01
351;191;2;0.08
352;171;7;0.01
353;122;7;0.01
354;610;6;0.02
355;316;7;0.01
356;157;9;0.01
357;148;11;0.01
358;659;7;0.01
359;373;10;0.01
360;586;3;0.06
361;132;3;0.06
362;319;1;0.1
363;120;6;0.02
364;478;5;0.03
365;326;3;0.06
366;257;8;0.01
367;683;6;0.02
368;432;1;0.1
369;369;8;0.01
370;477;9;0.01
371;63;4;0.04
372;556;11;0.01
373;130;10;0.01
374;662;7;0.01
375;551;11;0.01
376;211;5;0.03
377;296;3;0.06
378;285;10;0.01
379;570;8;0.01
380;497;1;0.1
381;377;4;0.04
382;611;6;0.02
383;454;10;0.01
384;515;7;0.01
385;452;3;0.06
386;506;3;0.06
387;464;3;0.06
388;530;5;0.03
389;241;11;0.01
390;387;6;0.02
391;369;9;0.01
392;640;9;0.01
393;364;6;0.02
394;538;9;0.01
395;335;3;0.06
396;171;3;0.06
397;515;3;0.06
398;248;5;0.03
399;183;7;0.01
400;331;4;0.04
401;637;5;0.03
402;589;1;0.1
403;86;8;0.01
404;357;1;0.1
405;422;6;0.02
406;333;10;0.01
407;533;10;0.01
408;465;4;0.04
409;619;10;0.01
410;556;2;0.08
411;289;6;0.02
412;559;2;0.08
413;206;8;0.01
414;372;3;0.06
415;127;4;0.04
416;666;5;0.03
417;106;7;0.01
418;442;7;0.01
419;240;10;0.01
420;630;3;0.06
421;509;5;0.03
422;119;2;0.08
423;105;4;0.04
424;369;7;0.01
425;663;10;0.01
426;159;7;0.01
427;61;6;0.02
428;351;3;0.06
429;65;11;0.01
430;434;10;0.01
431;95;4;0.04
432;342;10;0.01
433;441;9;0.01
434;569;8;0.01
435;91;9;0.01
436;254;3;0.06
437;565;7;0.01
438;439;8;0.01
439;73;11;0.01
440;500;8;0.01
441;486;10;0.01
442;58;9;0.01
443;665;10;0.01
444;290;7;0.01
445;452;8;0.01
446;60;6;0.02
447;202;8;0.01
448;393;10;0.01
449;462;1;0.1
450;533;10;0.01
451;398;8;0.01
452;225;10;0.01
453;423;1;0.1
454;491;11;0.01
455;694;8;0.01
456;502;10;0.01
457;214;3;0.06
458;535;8;0.01
459;328;9;0.01
460;579;8;0.01
461;135;5;0.03
462;496;10;0.01
463;74;8;0.01
464;662;2;0.08
465;315;7;0.01
466;94;11;0.01
467;615;11;0.01
468;584;6;0.02
469;138;9;0.01
470;268;1;0.1
471;57;4;0.04
472;543;2;0.08
473;173;10;0.01
474;554;11;0.01
475;101;8;0.01
476;681;6;0.02
477;533;4;0.04
478;685;1;0.1
479;126;2;0.08
480;160;9;0.01
481;180;3;0.06
482;256;7;0.01
483;73;11;0.01
484;556;5;0.03
485;317;11;0.01
486;253;2;0.08
487;106;8;0.01
488;448;6;0.02
489;270;8;0.01
490;183;11;0.01
491;54;5;0.03
492;540;11;0.01
493;277;6;0.02
494;663;2;0.08
495;665;3;0.06
496;254;5;0.03
497;424;3;0.06
498;652;7;0.01
499;335;11;0.01
500;286;3;0.06
501;84;6;0.02
502;153;8;0.01
503;199;5;0.03
504;510;3;0.06
505;349;8;0.01
506;187;7;0.01
507;696;6;0.02
508;309;4;0.04
509;561;8;0.01
510;252;7;0.01
511;440;11;0.01
512;568;10;0.01
513;281;11;0.01
514;124;5;0.03
515;572;6;0.02
516;586;1;0.1
517;152;9;0.01
518;217;1;0.1
519;84;7;0.01
520;374;6;0.02
521;512;3;0.06
522;398;5;0.03
523;208;2;0.08
524;201;4;0.04
525;158;2;0.08
526;500;6;0.02
527;176;11;0.01
528;295;2;0.08
529;555;1;0.1
530;122;1;0.1
531;605;10;0.01
532;364;1;0.1
533;261;3;0.06
534;298;8;0.01
535;184;6;0.02
536;254;9;0.01
537;459;1;0.1
538;452;8;0.01
539;129;10;0.01
540;134;1;0.1
541;564;10;0.01
542;438;3;0.06
543;375;7;0.01
544;690;11;0.01
545;313;2;0.08
546;250;10;0.01
547;240;10;0.01
548;526;5;0.03
549;417;1;0.1
550;219;2;0.08
551;208;6;0.02
552;229;1;0.1
553;107;5;0.03
554;604;4;0.04
555;348;7;0.01
556;156;3;0.06
557;171;4;0.04
558;470;2;0.08
559;162;1;0.1
560;623;1;0.1
561;226;5;0.03
562;539;1;0.1
563;396;8;0.01
564;351;8;0.01
565;412;6;0.02
566;438;9;0.01
567;314;2;0.08
568;582;10;0.01
569;518;7;0.01
570;350;2;0.08
571;624;2;0.08
572;662;3;0.06
573;516;9;0.01
574;436;4;0.04
575;180;3;0.06
576;445;3;0.06
577;504;8;0.01
578;396;2;0.08
579;534;3;0.06
580;343;8;0.01
581;553;3;0.06
582;165;1;0.1
583;576;11;0.01
584;207;7;0.01
585;251;1;0.1
586;390;5;0.03
587;494;1;0.1
588;150;3;0.06
589;249;4;0.04
590;411;9;0.01
591;672;4;0.04
592;245;3;0.06
593;302;7;0.01
594;407;2;0.08
595;495;11;0.01
596;154;6;0.02
597;642;5;0.03
598;297;3;0.06
599;387;8;0.01
600;587;4;0.04
601;481;9;0.01
602;447;2;0.08
603;516;10;0.01
604;566;8;0.01
605;535;11;0.01
606;61;6;0.02
607;345;1;0.1
608;543;11;0.01
609;188;10;0.01
610;154;8;0.01
611;560;11;0.01
612;377;8;0.01
613;183;11;0.01
614;566;3;0.06
615;103;7;0.01
616;89;4;0.04
617;345;5;0.03
618;403;11;0.01
619;593;10;0.01
620;412;7;0.01
621;127;11;0.01
622;112;9;0.01
623;203;11;0.01
624;626;8;0.01
625;189;4;0.04
626;181;3;0.06
627;83;4;0.04
628;85;6;0.02
629;104;7;0.01
630;213;10;0.01
631;651;4;0.04
632;295;5;0.03
633;404;11;0.01
634;586;1;0.1
635;290;1;0.1
636;680;11;0.01
637;576;8;0.01
638;407;11;0.01
639;339;3;0.06
640;645;6;0.02
641;297;11;0.01
642;624;4;0.04
643;215;6;0.02
644;163;3;0.06
645;473;5;0.03
646;648;1;0.1
647;174;3;0.06
648;694;8;0.01
649;216;7;0.01
650;137;1;0.1
651;128;5;0.03
652;494;4;0.04
653;445;5;0.03
654;72;4;0.04
655;391;4;0.04
656;668;3;0.06
657;415;5;0.03
658;105;3;0.06
659;613;11;0.01
660;438;8;0.01
661;405;8;0.01
662;625;10;0.01
663;354;6;0.02
664;245;1;0.1
665;140;7;0.01
666;382;11;0.01
667;323;2;0.08
668;344;11;0.01
669;320;8;0.01
670;135;6;0.02
671;121;4;0.04
672;278;10;0.01
673;168;4;0.04
674;377;2;0.08
675;262;7;0.01
676;674;6;0.02
677;462;2;0.08
678;519;1;0.1
679;662;10;0.01
680;275;7;0.01
681;514;9;0.01
682;457;8;0.01
683;500;11;0.01
684;270;11;0.01
685;86;10;0.01
686;449;4;0.04
687;419;2;0.08
688;310;11;0.01
689;146;3;0.06
690;175;4;0.04
691;93;5;0.03
692;545;5;0.03
693;76;9;0.01
694;430;2;0.08
695;345;3;0.06
696;594;11;0.01
697;484;6;0.02
698;509;10;0.01
699;95;9;0.01
700;416;8;0.01
701;483;3;0.06
702;356;7;0.01
703;501;11;0.01
704;575;11;0.01
705;349;1;0.1
706;695;8;0.01
707;589;2;0.08
708;224;7;0.01
709;77;6;0.02
710;250;8;0.01
711;670;11;0.01
712;209;6;0.02
713;66;6;0.02
714;424;3;0.06
715;408;4;0.04
716;427;11;0.01
717;191;4;0.04
718;182;2;0.08
719;92;8;0.01
720;397;8;0.01
721;102;7;0.01
722;249;8;0.01
723;555;7;0.01
724;613;9;0.01
725;243;1;0.1
726;687;11;0.01
727;634;4;0.04
728;357;6;0.02
729;579;9;0.01
730;260;9;0.01
731;159;3;0.06
732;594;9;0.01
733;430;11;0.01
734;591;1;0.1
735;420;4;0.04
736;313;4;0.04
737;373;9;0.01
738;569;8;0.01
739;611;6;0.02
740;284;2;0.08
741;666;3;0.06
742;419;4;0.04
743;64;10;0.01
744;424;4;0.04
745;495;1;0.1
746;130;6;0.02
747;515;4;0.04
748;513;4;0.04
749;543;11;0.01
750;186;11;0.01
751;426;7;0.01
752;104;10;0.01
753;400;1;0.1
754;330;1;0.1
755;64;9;0.01
756;485;6;0.02
757;70;8;0.01
758;697;4;0.04
759;71;10;0.01
760;85;10;0.01
761;50;6;0.02
762;468;5;0.03
763;374;10;0.01
764;159;3;0.06
765;464;2;0.08
766;81;1;0.1
767;241;8;0.01
768;576;7;0.01
769;611;4;0.04
770;312;7;0.01
771;453;11;0.01
772;405;8;0.01
773;546;5;0.03
774;222;6;0.02
775;529;7;0.01
776;194;7;0.01
777;644;3;0.06
778;454;5;0.03
779;451;5;0.03
780;416;1;0.1
781;641;5;0.03
782;190;2;0.08
783;532;1;0.1
784;376;4;0.04
785;528;6;0.02
786;357;7;0.01
787;502;4;0.04
788;475;3;0.06
789;160;4;0.04
790;90;7;0.01
791;79;7;0.01
792;132;5;0.03
793;631;7;0.01
794;86;9;0.01
795;248;1;0.1
796;171;2;0.08
797;408;2;0.08
798;568;4;0.04
799;656;5;0.03
800;468;2;0.08
801;357;9;0.01
802;132;6;0.02
803;374;8;0.01
804;466;10;0.01
805;414;5;0.03
806;289;9;0.01
807;302;5;0.03
808;404;8;0.01
809;224;2;0.08
810;380;2;0.08
811;545;10;0.01
812;683;7;0.01
813;309;5;0.03
814;299;11;0.01
815;495;6;0.02
816;375;3;0.06
817;134;3;0.06
818;163;6;0.02
819;562;5;0.03
820;458;1;0.1
821;277;2;0.08
822;425;6;0.02
823;105;4;0.04
824;407;6;0.02
825;166;6;0.02
826;93;6;0.02
827;104;1;0.1
828;631;10;0.01
829;273;9;0.01
830;140;11;0.01
831;446;8;0.01
832;148;3;0.06
833;650;8;0.01
834;164;11;0.01
835;337;10;0.01
836;470;2;0.08
837;516;3;0.06
838;458;5;0.03
839;91;7;0.01
840;126;9;0.01
841;411;3;0.06
842;318;8;0.01
843;468;5;0.03
844;423;4;0.04
845;451;3;0.06
846;117;1;0.1
847;530;9;0.01
848;594;3;0.06
849;607;8;0.01
850;237;7;0.01
851;596;6;0.02
852;391;4;0.04
853;467;1;0.1
854;451;5;0.03
855;392;7;0.01
856;273;2;0.08
857;414;4;0.04
858;391;11;0.01
859;443;2;0.08
860;408;6;0.02
861;469;6;0.02
862;226;6;0.02
863;265;6;0.02
864;128;6;0.02
865;103;7;0.01
866;675;6;0.02
867;396;3;0.06
868;507;9;0.01
869;537;1;0.1
870;334;9;0.01
871;69;4;0.04
872;496;2;0.08
873;676;3;0.06
874;388;10;0.01
875;624;11;0.01
876;557;1;0.1
877;82;3;0.06
878;631;3;0.06
879;276;7;0.01
880;288;3;0.06
881;352;5;0.03
882;64;10;0.01
883;494;8;0.01
884;373;1;0.1
885;400;1;0.1
886;639;10;0.01
887;343;11;0.01
888;570;7;0.01
889;85;9;0.01
890;125;7;0.01
891;182;7;0.01
892;566;8;0.01
893;189;1;0.1
894;418;4;0.04
895;85;10;0.01
896;77;1;0.1
897;634;7;0.01
898;470;2;0.08
899;588;2;0.08
900;242;11;0.01
901;331;1;0.1
902;635;10;0.01
903;294;8;0.01
904;319;4;0.04
905;350;1;0.1
906;186;4;0.04
907;478;11;0.01
908;92;2;0.08
909;666;1;0.1
910;404;4;0.04
911;243;9;0.01
912;262;9;0.01
913;590;8;0.01
914;504;11;0.01
915;303;6;0.02
916;192;8;0.01
917;176;6;0.02
918;58;6;0.02
919;315;1;0.1
920;579;11;0.01
921;368;7;0.01
922;126;1;0.1
923;254;6;0.02
924;82;10;0.01
925;550;2;0.08
926;595;9;0.01
927;682;2;0.08
928;395;7;0.01
929;376;8;0.01
930;670;11;0.01
931;360;3;0.06
932;494;11;0.01
933;162;6;0.02
934;165;10;0.01
935;616;2;0.08
936;274;11;0.01
937;325;5;0.03
938;638;6;0.02
939;275;4;0.04
940;342;10;0.01
941;212;5;0.03
942;398;10;0.01
943;118;10;0.01
944;612;1;0.1
945;316;2;0.08
946;507;8;0.01
947;378;5;0.03
948;349;8;0.01
949;640;6;0.02
950;588;7;0.01
951;326;1;0.1
952;383;7;0.01
953;227;11;0.01
954;298;9;0.01
955;202;2;0.08
956;137;8;0.01
957;56;10;0.01
958;623;7;0.01
959;124;5;0.03
960;686;5;0.03
961;384;11;0.01
962;197;2;0.08
963;80;8;0.01
964;447;1;0.1
965;434;9;0.01
966;87;9;0.01
967;111;9;0.01
968;141;11;0.01
969;402;2;0.08
970;178;1;0.1
971;336;1;0.1
972;232;3;0.06
973;538;10;0.01
974;476;4;0.04
975;536;4;0.04
976;601;10;0.01
977;469;5;0.03
978;476;5;0.03
979;384;7;0.01
980;649;1;0.1
981;604;10;0.01
982;220;9;0.01
983;197;7;0.01
984;109;10;0.01
985;318;9;0.01
986;430;10;0.01
987;166;4;0.04
988;161;7;0.01
989;656;10;0.01
990;196;9;0.01
991;143;10;0.01
992;359;5;0.03
993;465;10;0.01
994;516;2;0.08
995;121;8;0.01
996;208;4;0.04
997;317;5;0.03
998;581;6;0.02
999;579;4;0.04
1000;87;6;0.02
1001;1574;4;0.04
1002;1795;4;0.04
1003;1339;8;0.01
1004;1723;1;0.1
1005;1873;1;0.1
1006;1422;4;0.04
1007;1286;4;0.04
1008;1057;8;0.01
1009;1536;5;0.03
1010;1466;3;0.06
1011;1480;7;0.01
1012;1955;5;0.03
1013;901;3;0.06
1014;1347;4;0.04
1015;1999;1;0.1
1016;1307;8;0.01
1017;1547;7;0.01
1018;1172;9;0.01
1019;1903;1;0.1
1020;1117;4;0.04
1021;1633;4;0.04
1022;1508;11;0.01
1023;949;5;0.03
1024;1439;11;0.01
1025;1144;4;0.04
1026;1987;3;0.06
1027;1054;4;0.04
1028;1104;11;0.01
1029;1770;1;0.1
1030;1928;3;0.06
1031;1109;4;0.04
1032;1992;9;0.01
1033;1486;8;0.01
1034;1464;2;0.08
1035;837;10;0.01
1036;897;6;0.02
1037;1861;3;0.06
1038;965;7;0.01
1039;760;11;0.01
1040;1702;4;0.04
1041;1163;5;0.03
1042;1878;10;0.01
1043;1816;7;0.01
1044;1702;11;0.01
1045;1441;7;0.01
1046;857;1;0.1
1047;1950;2;0.08
1048;858;6;0.02
1049;1035;4;0.04
1050;1544;4;0.04
1051;971;1;0.1
1052;1743;4;0.04
1053;1527;10;0.01
1054;1177;8;0.01
1055;983;1;0.1
1056;746;9;0.01
1057;1067;11;0.01
1058;1006;8;0.01
1059;1388;6;0.02
1060;1538;8;0.01
1061;1418;5;0.03
1062;1374;5;0.03
1063;1630;5;0.03
1064;1305;5;0.03
1065;1236;3;0.06
1066;1145;11;0.01
1067;1642;4;0.04
1068;1556;2;0.08
1069;1577;10;0.01
1070;1723;3;0.06
1071;1879;7;0.01
1072;1355;10;0.01
1073;980;7;0.01
1074;1475;6;0.02
1075;1314;10;0.01
1076;1121;1;0.1
1077;1095;1;0.1
1078;1648;9;0.01
1079;1912;6;0.02
1080;1264;2;0.08
1081;940;2;0.08
1082;1592;1;0.1
1083;1007;7;0.01
1084;1758;7;0.01
1085;1042;1;0.1
1086;1528;10;0.01
1087;1969;7;0.01
1088;1942;4;0.04
1089;711;1;0.1
1090;1180;5;0.03
1091;865;7;0.01
1092;795;7;0.01
1093;1926;2;0.08
1094;1646;7;0.01
1095;1673;6;0.02
1096;1101;4;0.04
1097;1329;3;0.06
1098;1339;8;0.01
1099;1492;11;0.01
1100;1080;10;0.01
1101;781;1;0.1
1102;1652;11;0.01
1103;1012;9;0.01
1104;1807;8;0.01
1105;1653;11;0.01
1106;1459;8;0.01
1107;1341;7;0.01
1108;1416;5;0.03
1109;1538;9;0.01
1110;1676;9;0.01
1111;968;1;0.1
1112;1384;6;0.02
1113;957;11;0.01
1114;1480;7;0.01
1115;984;5;0.03
1116;1183;3;0.06
1117;1819;10;0.01
1118;845;2;0.08
1119;1764;2;0.08
1120;1462;9;0.01
1121;1948;1;0.1
1122;958;4;0.04
1123;1255;7;0.01
1124;1516;2;0.08
1125;1932;1;0.1
1126;1871;1;0.1
1127;1077;9;0.01
1128;858;8;0.01
1129;1496;11;0.01
1130;1397;6;0.02
1131;1384;5;0.03
1132;845;5;0.03
1133;1012;8;0.01
1134;1152;4;0.04
1135;1562;2;0.08
1136;1354;4;0.04
1137;871;2;0.08
1138;1830;2;0.08
1139;1175;6;0.02
1140;858;1;0.1
1141;1817;11;0.01
1142;1435;9;0.01
1143;958;2;0.08
1144;1459;9;0.01
1145;781;3;0.06
1146;1265;5;0.03
1147;1004;9;0.01
1148;1593;1;0.1
1149;1938;3;0.06
1150;1769;4;0.04
1151;726;8;0.01
1152;1307;3;0.06
1153;1521;4;0.04
1154;1928;1;0.1
1155;1753;2;0.08
1156;1474;11;0.01
1157;1815;10;0.01
1158;1135;1;0.1
1159;990;3;0.06
1160;1006;11;0.01
1161;1458;2;0.08
1162;1329;3;0.06
1163;1931;11;0.01
1164;1211;10;0.01
1165;1939;6;0.02
1166;730;3;0.06
1167;1305;11;0.01
1168;950;3;0.06
1169;1182;7;0.01
1170;1306;8;0.01
1171;1917;1;0.1
1172;877;4;0.04
1173;1804;8;0.01
1174;1951;1;0.1
1175;1134;8;0.01
1176;1195;9;0.01
1177;747;3;0.06
1178;1692;1;0.1
1179;1857;3;0.06
1180;1760;3;0.06
1181;965;4;0.04
1182;1592;10;0.01
1183;798;10;0.01
1184;1722;9;0.01
1185;1537;5;0.03
1186;764;2;0.08
1187;1112;6;0.02
1188;942;7;0.01
1189;1376;2;0.08
1190;1861;9;0.01
1191;1945;6;0.02
1192;894;8;0.01
1193;995;1;0.1
1194;805;2;0.08
1195;1498;6;0.02
1196;1338;11;0.01
1197;1548;6;0.02
1198;1042;8;0.01
1199;1517;11;0.01
1200;982;6;0.02
1201;1658;3;0.06
1202;1470;8;0.01
1203;1401;9;0.01
1204;1095;4;0.04
1205;827;9;0.01
1206;1400;8;0.01
1207;1319;4;0.04
1208;1452;11;0.01
1209;1272;9;0.01
1210;792;7;0.01
1211;1206;2;0.08
1212;1191;6;0.02
1213;1395;8;0.01
1214;1217;8;0.01
1215;1693;2;0.08
1216;1840;10;0.01
1217;858;6;0.02
1218;988;11;0.01
1219;1154;10;0.01
1220;898;10;0.01
1221;1740;8;0.01
1222;913;11;0.01
1223;874;3;0.06
1224;1675;7;0.01
1225;1810;5;0.03
1226;855;1;0.1
1227;1854;9;0.01
1228;1011;1;0.1
1229;1545;9;0.01
1230;1047;10;0.01
1231;1845;8;0.01
1232;1729;1;0.1
1233;1261;5;0.03
1234;1844;6;0.02
1235;1587;4;0.04
1236;1014;7;0.01
1237;1235;7;0.01
1238;1937;6;0.02
1239;1960;4;0.04
1240;1978;11;0.01
1241;1170;6;0.02
1242;743;4;0.04
1243;1350;5;0.03
1244;1390;7;0.01
1245;1200;5;0.03
1246;1598;3;0.06
1247;1307;6;0.02
1248;1569;7;0.01
1249;979;1;0.1
1250;1975;11;0.01
1251;1451;9;0.01
1252;1101;1;0.1
1253;935;3;0.06
1254;885;4;0.04
1255;757;7;0.01
1256;1647;4;0.04
1257;1224;1;0.1
1258;1832;2;0.08
1259;1833;4;0.04
1260;1727;8;0.01
1261;780;10;0.01
1262;1837;3;0.06
1263;1986;8;0.01
1264;1787;6;0.02
1265;1241;6;0.02
1266;1469;2;0.08
1267;1369;3;0.06
1268;1435;4;0.04
1269;1575;3;0.06
1270;770;5;0.03
1271;1661;7;0.01
1272;1915;1;0.1
1273;1026;1;0.1
1274;1693;6;0.02
1275;1105;9;0.01
1276;1403;3;0.06
1277;1279;4;0.04
1278;1965;10;0.01
1279;1050;6;0.02
1280;1351;2;0.08
1281;1279;11;0.01
1282;1269;2;0.08
1283;819;10;0.01
1284;1245;5;0.03
1285;1791;3;0.06
1286;1086;8;0.01
1287;1483;6;0.02
1288;927;10;0.01
1289;1336;2;0.08
1290;948;2;0.08
1291;879;4;0.04
1292;1595;2;0.08
1293;767;8;0.01
1294;1844;10;0.01
1295;1329;2;0.08
1296;1617;9;0.01
1297;1519;6;0.02
1298;1506;9;0.01
1299;1716;8;0.01
1300;1679;1;0.1
1301;1716;4;0.04
1302;1836;7;0.01
1303;1479;3;0.06
1304;856;6;0.02
1305;1776;3;0.06
1306;1317;7;0.01
1307;999;2;0.08
1308;730;7;0.01
1309;1094;8;0.01
1310;1571;8;0.01
1311;863;11;0.01
1312;804;5;0.03
1313;1411;4;0.04
1314;1664;7;0.01
1315;743;11;0.01
1316;1365;2;0.08
1317;1524;2;0.08
1318;1386;11;0.01
1319;1745;10;0.01
1320;1184;11;0.01
1321;1914;4;0.04
1322;1818;9;0.01
1323;1163;9;0.01
1324;1965;4;0.04
1325;978;1;0.1
1326;868;9;0.01
1327;1522;9;0.01
1328;1013;6;0.02
1329;977;5;0.03
1330;1741;3;0.06
1331;1803;9;0.01
1332;1952;6;0.02
1333;1339;1;0.1
1334;1655;11;0.01
1335;1734;8;0.01
1336;842;11;0.01
1337;939;6;0.02
1338;1056;7;0.01
1339;1535;2;0.08
